PHE	TRAIN_RAW	TRAIN_RESID	TRAIN_JOINT	TRAIN_COVAR	TEST_RAW	TEST_RESID	TEST_JOINT	TEST_COVAR
INI25522	0.784060858838	0.635714166061	0.650456741128	0.0388368610891	0.110625691222	0.0117932168649	0.0310074571844	0.0193306144983
INI25523	0.710438765151	0.509253842116	0.514322649673	0.0098170055859	0.0429221283022	0.0018146023331	0.0376624243917	0.0359075301563
INI25524	0.706996193882	0.505936832658	0.512218403133	0.012540936811	0.0635098484066	0.00416823113376	0.0413828512256	0.0373483368882
INI25525	0.824039330796	0.681942209297	0.683262467622	0.00392001390145	0.0715625347586	0.00438861375367	0.00818141207897	0.0037833174274
INI25526	0.770962925925	0.61959961251	0.635504638197	0.0413422940138	0.0876548691419	0.00723732949333	0.0671967018265	0.0603703006839
INI25527	0.686750632013	0.506270077266	0.543935547919	0.0749889750321	0.117668316767	0.0163325891337	0.118723470748	0.104063856276
INI25528	0.668364377733	0.481544910266	0.524110498449	0.0806867528135	0.108424731427	0.0134484440398	0.132137171405	0.120237971612
INI25529	0.710310901629	0.543796496608	0.579499435323	0.0769720373469	0.0867791318771	0.00774236954198	0.0881660387328	0.0810413293666
INI25530	0.733608537341	0.590875009185	0.630973610699	0.0962606494781	0.110547887851	0.0131580712325	0.103592985592	0.0915599190526
INI25531	0.796844592339	0.664439057332	0.679437069178	0.0441185011294	0.0731905954284	0.0038485133454	0.0365719378926	0.0328091095983
INI25532	0.83322879685	0.699639489775	0.70375601528	0.0102183780065	0.0230130325384	-0.000426591960485	0.00909011578992	0.00951297005465
INI25533	0.814482490055	0.665680750233	0.668868177886	0.0076289246076	0.0391433246937	0.00101289937921	0.00910069375348	0.00808929820074
INI25534	0.738016948805	0.611789445892	0.656486744188	0.114464824112	0.0480586695571	0.00316917255345	0.159135844713	0.156456192262
INI25535	0.736273335584	0.605255792448	0.649589065553	0.111710019792	0.0692440582181	0.00605528217269	0.149682806972	0.144448928037
INI25536	0.66602577081	0.485964469122	0.536083964119	0.0963301208313	0.11767855056	0.016503059078	0.106789741988	0.0917347127107
INI25537	0.748725387525	0.618268073884	0.656413100927	0.098942470264	0.115243131362	0.0164258708966	0.108022791969	0.093093203044
INI25538	0.710532971395	0.57221347176	0.622899684299	0.118352118957	0.0773190019035	0.00799584253637	0.150294292586	0.143371966876
INI25539	0.717312310576	0.572902435883	0.615207437266	0.0985952992735	0.0852778904431	0.00739492812842	0.141722750354	0.135288453538
INI25540	0.750964187946	0.615611911487	0.649323411151	0.0870570694352	0.0377748163413	0.00189292511198	0.0739228555713	0.0721452336343
INI25541	0.734486692882	0.588277728686	0.62324512342	0.0847791687461	0.0827295825522	0.0102466233786	0.0952120024282	0.0857767252111
INI25542	0.738329435198	0.545548265525	0.546146863605	0.000746621450915	0.0543289657244	0.00193280002302	0.000100897348469	-0.00185007694764
INI25543	0.725995538203	0.527329557109	0.528127623123	0.00114988993708	0.0379967862318	0.000618710545413	0.00949924661237	0.0088841481078
INI25544	0.727936904188	0.531140606777	0.533264708275	0.00416757583959	0.0627416094874	0.00298351842835	0.00317080191777	0.000172832522503
INI25545	0.724873422452	0.534345822744	0.542216990231	0.0165199796444	0.0594147518944	0.00236772627464	0.0123045865872	0.00995223028989
INI25546	0.738636861289	0.595684316867	0.630283803382	0.0853977026592	0.0322570345888	0.000648785829199	0.0974244170928	0.0968352951136
INI25547	0.731106750722	0.56232938382	0.584928410029	0.0513760085632	-0.00393649975972	-0.000745218213437	0.0582364692977	0.0589415028325
INI25548	0.72204491229	0.526475056053	0.53197958221	0.0111556195884	0.00174657837563	-0.000704635363593	0.00988839621499	0.0105892648045
INI25549	0.685529152137	0.479515484823	0.490302722294	0.0204178634213	-0.0171095372871	-0.000575310417249	0.0228689279528	0.0234333257572
INI25550	0.754144123018	0.579632148565	0.587324136735	0.0179816249732	0.0698714446346	0.00395819731317	0.0341937398902	0.03033263737
INI25551	0.742762325349	0.561176471501	0.568950344805	0.0175802076413	0.0776231136303	0.00411271531257	0.0342618964917	0.0302260302917
INI25552	0.711961916586	0.511656467074	0.516884684444	0.0103018907213	0.0476855452973	0.00138039081714	0.00434248020399	0.00295472277138
INI25553	0.776965610491	0.632525549617	0.648734786361	0.0428717661001	0.104230980311	0.0109340180698	0.0486225543143	0.0380766787166
INI25554	0.750949473309	0.574281255748	0.581392395334	0.0163982819212	0.0328409072154	0.000131159638882	0.0144874368224	0.0143604875826
INI25555	0.741774257175	0.56147235261	0.569994338123	0.0191673461714	0.0446895054643	0.00120336639587	0.0283535551661	0.0271822320867
INI25556	0.779114338058	0.624326213235	0.634572616622	0.0269680379373	0.0185748941918	-0.000543339159493	0.0283710725267	0.028901710527
INI25557	0.775912665802	0.624657995972	0.638182282585	0.0359326156046	0.0316188848766	5.15520427434e-05	0.0571083764053	0.0570621755929
INI25558	0.748232828372	0.570959062688	0.581153632897	0.0227183639808	0.00864202853324	-0.000698433775459	0.0228723731581	0.0235579457156
INI25559	0.742594874084	0.563650512277	0.5745686428	0.0246437376962	0.0544919771352	0.00136348735267	0.0228161423189	0.0214699220865
